metrics,random,loo,classwise_shapley,classwise_shapley_add_idx,beta_shapley,tmc_shapley
highest_accuracy_drop,0.035173949843386176,0.25933648458734515,0.16446633795061627,0.18022930222757277,0.07104742831587817,0.19520837352945491
lowest_accuracy_drop,0.036679481955189,0.08970826229476356,0.04590417063475966,0.03516799346802537,0.037678500412184825,0.03379552277949723
highest_f1_weighted_drop,0.035937452212218085,0.30007932706223694,0.1651575421106583,0.18086528040155353,0.07469370210402092,0.20180586123326666
