num_removed,f1_weighted
0,0.7325741043668923
1,0.7343185326542767
2,0.706636164262722
3,0.7038272774906306
4,0.7141251137587067
5,0.711291691676049
6,0.7239750817429687
7,0.713607682272066
8,0.7278642618421988
9,0.7196391758297193
10,0.7131267450869709
11,0.7368679799763251
12,0.7359191938852915
13,0.7213641143154536
14,0.7306257304063868
15,0.7252654446580109
16,0.726027397260274
17,0.7249377130899001
18,0.7195948709931077
19,0.7117513708810269
20,0.7128798961694978
21,0.7142243564191117
22,0.7058505127495476
23,0.7076480963370507
24,0.7113574391621903
25,0.7058753230456671
26,0.7095313402604212
27,0.720882122800455
28,0.7078888906534815
29,0.7100673761627075
30,0.6921146017730032
31,0.6904962549696235
32,0.6939328105191198
33,0.7032336213049923
34,0.6902950051783299
35,0.7002017561969941
36,0.6941422721947482
37,0.6888573372445751
38,0.6826004711454934
39,0.6803445917354065
40,0.6870601802162557
41,0.6803445917354065
42,0.680542621825254
43,0.6799112678196451
44,0.6858904595183869
45,0.6799112678196451
46,0.6933324269486972
47,0.6954307215011168
48,0.6888566595808032
49,0.6891243182895259
50,0.6870601802162557
51,0.6952902779396638
52,0.6803445917354065
53,0.6844174668173281
54,0.6851938073628717
55,0.6795215352085441
56,0.6743026020473891
57,0.6873582939047628
58,0.6851938073628717
59,0.6816818941715888
60,0.6779959416343283
61,0.683674075120516
62,0.665140148755434
63,0.674162559987118
64,0.6850160698031502
65,0.6668924970589638
66,0.6535503413262446
67,0.6532982716076602
68,0.638351360655869
69,0.6441433952660091
70,0.6420658222541864
71,0.6421783303843782
72,0.6462699323952934
73,0.6578989572011086
74,0.6613832888865806
75,0.6520798021617716
76,0.6575571113598753
77,0.6559928155912391
78,0.6162838030514444
79,0.6108170398898368
80,0.5989692930197404
81,0.6215291002774742
82,0.6033836084486482
83,0.6038941740868836
84,0.5926014363014603
85,0.6443921436048138
86,0.650641908170992
87,0.6405684032134678
88,0.6044098655490149
89,0.5927842646057887
90,0.6120950164577248
91,0.5925120934058852
92,0.5944781019658114
93,0.6603312079755226
94,0.6290227126540673
95,0.6196753770001152
96,0.5700185809374724
97,0.5697863395801184
98,0.5580109922138484
99,0.5476999704188973
100,0.5211184534123143
101,0.49488622426801127
102,0.4847039836465928
103,0.4562895406450252
104,0.44413486441703254
105,0.3524007650957898
106,0.35540509049323515
107,0.3594212363944915
108,0.33675356838811676
109,0.3344943766943609
110,0.3344943766943609
111,0.3565658588977186
112,0.35372798836798786
113,0.3986539845749244
114,0.3986539845749244
115,0.3760371216394443
116,0.45753142241223466
117,0.17998233351037696
118,0.17998233351037696
119,0.17998233351037696
120,0.17998233351037696
121,0.17998233351037696
122,0.17998233351037696
123,0.17998233351037696
124,0.17998233351037696
125,0.17998233351037696
126,0.17998233351037696
127,0.17998233351037696
