num_removed,f1_weighted
0,0.8766462574737
1,0.8786520093846968
2,0.8797277951406391
3,0.8797277951406391
4,0.8756742869074626
5,0.8782029055257883
6,0.8771399039590828
7,0.875658962593476
8,0.8786520093846968
9,0.8776335508042116
10,0.8776491334291984
11,0.8776491334291984
12,0.8791908328132584
13,0.875658962593476
14,0.875658962593476
15,0.875658962593476
16,0.875658962593476
17,0.875658962593476
18,0.877664463196807
19,0.8761049034887903
20,0.879161049209705
21,0.8741310852805297
22,0.8792053507477982
23,0.8766617128951415
24,0.877214966126316
25,0.8777232583929832
26,0.8777089377132031
27,0.8801933985160528
28,0.8767065519567538
29,0.8731599362022642
30,0.8751955698597583
31,0.8741780042992858
32,0.878766639695858
33,0.8742369309524523
34,0.8752529995276336
35,0.8776795403444391
36,0.877751144865841
37,0.877751144865841
38,0.877243219455581
39,0.8772704631730767
40,0.8762411232878715
41,0.875239027120162
42,0.877243219455581
43,0.877751144865841
44,0.8767065519567538
45,0.8762126393191838
46,0.8762126393191838
47,0.8762126393191838
48,0.8762126393191838
49,0.8762126393191838
50,0.877243219455581
51,0.8792872382836631
52,0.878285472626266
53,0.8762819413114721
54,0.8762819413114721
55,0.8767893782579134
56,0.8737707484555776
57,0.878335520360112
58,0.8743047727014678
59,0.8778287807215719
60,0.8757470652734778
61,0.8792872382836631
62,0.8788301841582802
63,0.8798434528944403
64,0.8788421483352274
65,0.8773806110450896
66,0.8783109950854848
67,0.8748490338164252
68,0.8783109950854848
69,0.8778755347534398
70,0.8783815856488031
71,0.8778164676456106
72,0.8793715083271894
73,0.8763796364413761
74,0.8779183006141632
75,0.8823636903640231
76,0.8798775751673179
77,0.8793000182049882
78,0.8753436418853273
79,0.8753436418853273
80,0.8763328128763278
81,0.8763204749828521
82,0.8779477646817608
83,0.8769567380162797
84,0.8734695286457882
85,0.873915621945775
86,0.875460873634875
87,0.8764702512865995
88,0.8699236732547747
89,0.8714871251893688
90,0.875487525961684
91,0.874008097165992
92,0.87298290526172
93,0.87298290526172
94,0.876503999513978
95,0.8760231530001324
96,0.8735120979067846
97,0.8749831744701967
98,0.8734602450988889
99,0.8759833090744352
100,0.8759833090744352
101,0.8744787249405102
102,0.8784960037300025
103,0.8769473365234146
104,0.8744787249405102
105,0.8764518736751338
106,0.8749653349597434
107,0.8754514839882926
108,0.8739830398659584
109,0.8739830398659584
110,0.8739361650797736
111,0.8779381915851775
112,0.8784960037300025
113,0.8730081614292142
114,0.8754788944628965
115,0.8759917801945274
116,0.8775039671292495
117,0.8759656122800654
118,0.8760231530001324
119,0.8745604643924567
120,0.8765471221387393
121,0.8755269003689204
122,0.8750444045723161
123,0.8785039347445208
124,0.8775264682344799
125,0.8775264682344799
126,0.8725121935424113
127,0.8710315935596356
128,0.8725121935424113
129,0.8745120022711578
130,0.8750080329027697
131,0.8755408873765348
132,0.8745412157891976
133,0.8760505139288566
134,0.8740695102685625
135,0.8765534360479336
136,0.8740513286696447
137,0.8725674320826726
138,0.8745271164361407
139,0.874534292895571
140,0.874534292895571
141,0.8725275485705811
142,0.8730517360400387
143,0.8765708834164677
144,0.8730756586205375
145,0.8745774355148022
146,0.8765906640910983
147,0.872076254357707
148,0.8740947368421053
149,0.8730809995276732
150,0.8720706136061586
151,0.8740854069403667
152,0.8745825870054337
153,0.8761014176663032
154,0.8765708834164677
155,0.8725674320826726
156,0.8750797239445604
157,0.8710923461924465
158,0.8721005935250536
159,0.8685965370686594
