recall,precision
0.0,0.0
0.01,0.5
0.02,0.6666666666666666
0.03,0.6
0.04,0.5714285714285714
0.05,0.5555555555555556
0.06,0.6
0.07,0.6363636363636364
0.08,0.6153846153846154
0.09,0.6
0.1,0.625
0.11,0.6470588235294118
0.12,0.6666666666666666
0.13,0.65
0.14,0.5833333333333334
0.15,0.6
0.16,0.5714285714285714
0.17,0.5862068965517241
0.18,0.5294117647058824
0.19,0.5428571428571428
0.2,0.5555555555555556
0.21,0.5675675675675675
0.22,0.5789473684210527
0.23,0.575
0.24,0.5581395348837209
0.25,0.5319148936170213
0.26,0.43333333333333335
0.27,0.43548387096774194
0.28,0.42424242424242425
0.29,0.3918918918918919
0.3,0.4
0.31,0.3780487804878049
0.32,0.3855421686746988
0.33,0.3707865168539326
0.34,0.3617021276595745
0.35,0.3684210526315789
0.36,0.34951456310679613
0.37,0.34579439252336447
0.38,0.3333333333333333
0.39,0.325
0.4,0.32786885245901637
0.41,0.3203125
0.42,0.32558139534883723
0.43,0.33076923076923076
0.44,0.33587786259541985
0.45,0.32608695652173914
0.46,0.32167832167832167
0.47,0.30718954248366015
0.48,0.3116883116883117
0.49,0.310126582278481
0.5,0.3067484662576687
0.51,0.30357142857142855
0.52,0.3076923076923077
0.53,0.31176470588235294
0.54,0.3068181818181818
0.55,0.30386740331491713
0.56,0.3076923076923077
0.57,0.30319148936170215
0.58,0.30687830687830686
0.59,0.3105263157894737
0.6,0.30927835051546393
0.61,0.3034825870646766
0.62,0.26495726495726496
0.63,0.25609756097560976
0.64,0.2570281124497992
0.65,0.25
0.66,0.2462686567164179
0.67,0.2454212454212454
0.68,0.24817518248175183
0.69,0.24210526315789474
0.7,0.24475524475524477
0.71,0.24398625429553264
0.72,0.24573378839590443
0.73,0.228125
0.74,0.22492401215805471
0.75,0.22658610271903323
0.76,0.2275449101796407
0.77,0.22580645161290322
0.78,0.22807017543859648
0.79,0.2276657060518732
0.8,0.22284122562674094
0.81,0.225
0.82,0.2222222222222222
0.83,0.22133333333333333
0.84,0.21875
0.85,0.21739130434782608
0.86,0.2123456790123457
0.87,0.21375921375921375
0.88,0.21568627450980393
0.89,0.21549636803874092
0.9,0.2107728337236534
0.91,0.21261682242990654
0.92,0.21149425287356322
0.93,0.21184510250569477
0.94,0.20704845814977973
0.95,0.20833333333333334
0.96,0.20425531914893616
0.97,0.20464135021097046
0.98,0.20502092050209206
0.99,0.20454545454545456
1.0,0.20491803278688525
