metrics,random,loo,classwise_shapley,classwise_shapley_add_idx,beta_shapley,tmc_shapley
highest_accuracy_drop,0.028487038978842888,0.28422224091330867,0.10707464616978249,0.09744801962904859,0.06374704753847346,0.12140400806167732
lowest_accuracy_drop,0.04222634595441192,0.16723059225311968,0.035963779004121496,0.043640461583079417,0.030344834313331966,0.03745850271099257
highest_f1_weighted_drop,0.032263507426910164,0.3536494624160145,0.11173685894829742,0.10215601765350366,0.07267238567621032,0.13725291078654128
