recall,precision
0.0,0.0
0.01,0.2
0.02,0.25
0.03,0.3333333333333333
0.04,0.3076923076923077
0.05,0.35714285714285715
0.06,0.375
0.07,0.3684210526315789
0.08,0.34782608695652173
0.09,0.36
0.1,0.38461538461538464
0.11,0.4074074074074074
0.12,0.41379310344827586
0.13,0.43333333333333335
0.14,0.4
0.15,0.40540540540540543
0.16,0.41025641025641024
0.17,0.425
0.18,0.43902439024390244
0.19,0.4418604651162791
0.2,0.45454545454545453
0.21,0.4666666666666667
0.22,0.4782608695652174
0.23,0.46938775510204084
0.24,0.47058823529411764
0.25,0.4807692307692308
0.26,0.4642857142857143
0.27,0.46551724137931033
0.28,0.4745762711864407
0.29,0.43283582089552236
0.3,0.42857142857142855
0.31,0.4189189189189189
0.32,0.41025641025641024
0.33,0.4177215189873418
0.34,0.2556390977443609
0.35,0.22580645161290322
0.36,0.23076923076923078
0.37,0.22981366459627328
0.38,0.2289156626506024
0.39,0.23214285714285715
0.4,0.23529411764705882
0.41,0.23837209302325582
0.42,0.2413793103448276
0.43,0.23756906077348067
0.44,0.24043715846994534
0.45,0.23684210526315788
0.46,0.2358974358974359
0.47,0.23618090452261306
0.48,0.23880597014925373
0.49,0.2413793103448276
0.5,0.24509803921568626
0.51,0.24401913875598086
0.52,0.24761904761904763
0.53,0.25
0.54,0.2535211267605634
0.55,0.23809523809523808
0.56,0.23045267489711935
0.57,0.23076923076923078
0.58,0.19594594594594594
0.59,0.18153846153846154
0.6,0.17341040462427745
0.61,0.16897506925207756
0.62,0.16939890710382513
0.63,0.1675531914893617
0.64,0.1693121693121693
0.65,0.17150395778364116
0.66,0.1736842105263158
0.67,0.17585301837270342
0.68,0.17801047120418848
0.69,0.17875647668393782
0.7,0.18087855297157623
0.71,0.18298969072164947
0.72,0.18508997429305912
0.73,0.18717948717948718
0.74,0.18925831202046037
0.75,0.1913265306122449
0.76,0.19338422391857507
0.77,0.19543147208121828
0.78,0.19746835443037974
0.79,0.1994949494949495
0.8,0.19656019656019655
0.81,0.1980440097799511
0.82,0.19902912621359223
0.83,0.2
0.84,0.19626168224299065
0.85,0.19813519813519814
0.86,0.2
0.87,0.20185614849187936
0.88,0.20323325635103925
0.89,0.2045977011494253
0.9,0.20270270270270271
0.91,0.20044052863436124
0.92,0.20175438596491227
0.93,0.20217391304347826
0.94,0.20042643923240938
0.95,0.20169851380042464
0.96,0.2029598308668076
0.97,0.20166320166320167
0.98,0.2033195020746888
0.99,0.20496894409937888
1.0,0.2
