recall,precision
0.0,0.0
0.01,0.3333333333333333
0.02,0.4
0.03,0.42857142857142855
0.04,0.4444444444444444
0.05,0.45454545454545453
0.06,0.46153846153846156
0.07,0.4666666666666667
0.08,0.5
0.09,0.5294117647058824
0.1,0.5555555555555556
0.11,0.55
0.12,0.5454545454545454
0.13,0.5416666666666666
0.14,0.5384615384615384
0.15,0.5555555555555556
0.16,0.5714285714285714
0.17,0.5483870967741935
0.18,0.5625
0.19,0.5428571428571428
0.2,0.5555555555555556
0.21,0.5675675675675675
0.22,0.5365853658536586
0.23,0.5227272727272727
0.24,0.5333333333333333
0.25,0.5434782608695652
0.26,0.5306122448979592
0.27,0.5192307692307693
0.28,0.5283018867924528
0.29,0.5370370370370371
0.3,0.5454545454545454
0.31,0.543859649122807
0.32,0.5333333333333333
0.33,0.5409836065573771
0.34,0.5483870967741935
0.35,0.546875
0.36,0.5454545454545454
0.37,0.5522388059701493
0.38,0.5588235294117647
0.39,0.5652173913043478
0.4,0.5714285714285714
0.41,0.5774647887323944
0.42,0.5675675675675675
0.43,0.5733333333333334
0.44,0.5789473684210527
0.45,0.5844155844155844
0.46,0.5679012345679012
0.47,0.573170731707317
0.48,0.5783132530120482
0.49,0.5833333333333334
0.5,0.5882352941176471
0.51,0.5862068965517241
0.52,0.5842696629213483
0.53,0.5824175824175825
0.54,0.574468085106383
0.55,0.5789473684210527
0.56,0.5773195876288659
0.57,0.5757575757575758
0.58,0.5576923076923077
0.59,0.5619047619047619
0.6,0.5555555555555556
0.61,0.5545454545454546
0.62,0.5535714285714286
0.63,0.5431034482758621
0.64,0.5245901639344263
0.65,0.5241935483870968
0.66,0.528
0.67,0.5317460317460317
0.68,0.5271317829457365
0.69,0.5227272727272727
0.7,0.5185185185185185
0.71,0.5182481751824818
0.72,0.5106382978723404
0.73,0.5104895104895105
0.74,0.4805194805194805
0.75,0.47770700636942676
0.76,0.4444444444444444
0.77,0.385
0.78,0.35294117647058826
0.79,0.34051724137931033
0.8,0.33472803347280333
0.81,0.32142857142857145
0.82,0.28771929824561404
0.83,0.289198606271777
0.84,0.2896551724137931
0.85,0.27419354838709675
0.86,0.2478386167146974
0.87,0.24645892351274787
0.88,0.2262210796915167
0.89,0.21445783132530122
0.9,0.2127659574468085
0.91,0.21016166281755197
0.92,0.2062780269058296
0.93,0.2052980132450331
0.94,0.1970649895178197
0.95,0.1970954356846473
0.96,0.19875776397515527
0.97,0.2
0.98,0.2
0.99,0.20081135902636918
1.0,0.2
