recall,precision
0.01,1.0
0.02,1.0
0.03,0.6
0.04,0.5714285714285714
0.05,0.625
0.06,0.6666666666666666
0.07,0.7
0.08,0.7272727272727273
0.09,0.75
0.1,0.7692307692307693
0.11,0.7857142857142857
0.12,0.8
0.13,0.7647058823529411
0.14,0.7777777777777778
0.15,0.75
0.16,0.7272727272727273
0.17,0.7083333333333334
0.18,0.72
0.19,0.7307692307692307
0.2,0.7407407407407407
0.21,0.7241379310344828
0.22,0.6111111111111112
0.23,0.5476190476190477
0.24,0.5581395348837209
0.25,0.5681818181818182
0.26,0.5777777777777777
0.27,0.5869565217391305
0.28,0.56
0.29,0.5178571428571429
0.3,0.5263157894736842
0.31,0.5344827586206896
0.32,0.5333333333333333
0.33,0.5409836065573771
0.34,0.5483870967741935
0.35,0.5555555555555556
0.36,0.5373134328358209
0.37,0.5285714285714286
0.38,0.5277777777777778
0.39,0.527027027027027
0.4,0.5
0.41,0.4939759036144578
0.42,0.4883720930232558
0.43,0.42574257425742573
0.44,0.43137254901960786
0.45,0.42857142857142855
0.46,0.42990654205607476
0.47,0.42727272727272725
0.48,0.42857142857142855
0.49,0.4336283185840708
0.5,0.3937007874015748
0.51,0.3984375
0.52,0.40310077519379844
0.53,0.4076923076923077
0.54,0.3829787234042553
0.55,0.3793103448275862
0.56,0.38095238095238093
0.57,0.38513513513513514
0.58,0.38666666666666666
0.59,0.36645962732919257
0.6,0.37037037037037035
0.61,0.33152173913043476
0.62,0.3229166666666667
0.63,0.3165829145728643
0.64,0.32
0.65,0.23722627737226276
0.66,0.2357142857142857
0.67,0.22408026755852842
0.68,0.22295081967213115
0.69,0.21904761904761905
0.7,0.20348837209302326
0.71,0.20285714285714285
0.72,0.1994459833795014
0.73,0.20054945054945056
0.74,0.1962864721485411
0.75,0.18248175182481752
0.76,0.1792452830188679
0.77,0.17824074074074073
0.78,0.17848970251716248
0.79,0.17954545454545454
0.8,0.18018018018018017
0.81,0.18161434977578475
0.82,0.18303571428571427
0.83,0.18322295805739514
0.84,0.18502202643171806
0.85,0.18681318681318682
0.86,0.18859649122807018
0.87,0.18629550321199143
0.88,0.18723404255319148
0.89,0.1885593220338983
0.9,0.189873417721519
0.91,0.19117647058823528
0.92,0.1928721174004193
0.93,0.19456066945606695
0.94,0.19421487603305784
0.95,0.19467213114754098
0.96,0.19631901840490798
0.97,0.1975560081466395
0.98,0.19878296146044624
0.99,0.19919517102615694
1.0,0.2
