num_removed,f1_weighted
0,0.7910202841522344
1,0.7877705185760638
2,0.7868961194146122
3,0.7844504841268128
4,0.7854718007055137
5,0.7848539265649691
6,0.7871381194351582
7,0.7887313084035825
8,0.785354562788403
9,0.7868433805708376
10,0.7867915948762781
11,0.7852999397164225
12,0.7853368095089519
13,0.7872937677763853
14,0.7868530344717651
15,0.7848772333451023
16,0.7853816902361664
17,0.7858917205332363
18,0.7859234632624724
19,0.783925446038261
20,0.7844260546797943
21,0.7818326676943763
22,0.7797855534804592
23,0.780871452830246
24,0.7804495808876907
25,0.7760957302655983
26,0.775684846301351
27,0.7743311585726553
28,0.774804602058683
29,0.7723547588537854
30,0.7724305392941564
31,0.7724587416907106
32,0.7733989863773947
33,0.7724509640264127
34,0.7726986681180775
35,0.7742953274519822
36,0.7742953274519822
37,0.7753005800139089
38,0.7746966136072309
39,0.7727357494379261
40,0.7733434378102245
41,0.7722062119109209
42,0.7714364185836566
43,0.7708497033505998
44,0.7693217366743065
45,0.7708451234323889
46,0.7697599571287977
47,0.7702389615332472
48,0.7697236586399365
49,0.7676700508853151
50,0.7676700508853151
51,0.7665910776982079
52,0.7692552495267182
53,0.7689119186786386
54,0.7689119186786386
55,0.7689119186786386
56,0.7689020839840457
57,0.7690860629159141
58,0.7690860629159141
59,0.7680086587646872
60,0.7685258388233284
61,0.7671692342023086
62,0.7681443721706838
63,0.7666203897587279
64,0.7674633144347535
65,0.7665887227918661
66,0.7656847785056491
67,0.7645853868731385
68,0.7667592078485936
69,0.7662952603358534
70,0.7663970609310863
71,0.762883385572527
72,0.7624054249917961
73,0.762481840590105
74,0.76197369631617
75,0.762017253877741
76,0.7610014586210594
77,0.7614824079735638
78,0.7599590971557718
79,0.758254166818354
80,0.7586967883639795
81,0.7620590083207872
82,0.7624288989312272
83,0.7620822103934917
84,0.7596847888457614
85,0.7621280345511385
86,0.759163923486685
87,0.7576765189998502
88,0.7581993223738318
89,0.7591930004111094
90,0.7588170420747314
91,0.7582971116458795
92,0.7587745935395802
93,0.7568619800595024
94,0.7573776271356332
95,0.7559015158917309
96,0.7553441056584408
97,0.75533449147528
98,0.7549180389820171
99,0.7563145001881166
100,0.7569151137516987
101,0.7554588170140906
102,0.7545179337820086
103,0.7504519950190034
104,0.7484998896207511
105,0.7480358102289975
106,0.7475546038034161
107,0.7450047655863105
108,0.7433920159001489
109,0.7434652470334508
110,0.7434652470334508
111,0.7439442025157142
112,0.7434707364363492
113,0.7435153311942321
114,0.7423951127893434
115,0.7421192697247698
116,0.7415058006957793
117,0.7425062334542527
118,0.7409756313910391
119,0.7385860085413902
120,0.7379805619543575
121,0.7359345150333384
122,0.7384298359244071
123,0.7384133168799983
124,0.7388965372889488
125,0.736925429059387
126,0.7357919750928035
127,0.7353913245838876
128,0.7368697209051273
129,0.7363884074679826
130,0.7363884074679826
131,0.7344593932190243
132,0.7314110671597909
133,0.7313730134645836
134,0.7329503845803357
135,0.7343016805381736
136,0.7334288303722815
137,0.7324402575790252
138,0.7311710143573558
139,0.7316868645791385
140,0.7306701337379458
141,0.7292088598566092
142,0.7306305047844088
143,0.7312313594012353
144,0.7306786638976376
145,0.7296760824511694
146,0.730038884309364
147,0.730110880287649
148,0.7304047448818675
149,0.7296734655395868
150,0.7301702381774796
151,0.7271989410070848
152,0.7260008421759178
153,0.7250946957713447
154,0.7256911360969455
155,0.7247151061703506
156,0.7251476335889044
157,0.7265393641167823
158,0.7301595985815086
159,0.7292556668299187
160,0.7226920794333095
161,0.7249714221206607
162,0.7244274907248094
163,0.7223357153222404
164,0.72427042395904
165,0.7220862947179533
166,0.7199660067875582
167,0.7179631703548461
168,0.7153241003770321
169,0.7147335708258418
170,0.7157809424990552
171,0.7142525854128317
172,0.7147318638292621
173,0.7167796253462478
174,0.7155907960457495
175,0.7162114298318308
176,0.7135475945744787
177,0.7110665413389701
178,0.7090132340347776
179,0.7084555320016007
180,0.7101415131072937
181,0.7106045671278666
182,0.7090564583248486
183,0.7081256603466094
184,0.7107878129720514
185,0.7107403627953838
186,0.7083401731469587
187,0.7083749575071525
188,0.7027180211266211
189,0.702095767234108
190,0.7041235373586894
191,0.7021146236041836
192,0.7027238431057009
193,0.7060612040899819
194,0.7035332723860258
195,0.7040557405463002
196,0.7040579618640738
197,0.7046718686887797
198,0.7058695062472842
199,0.7058381911166935
200,0.7073685757138637
201,0.7070162749333282
202,0.7050960124985854
203,0.7066053762099452
204,0.7056554436285245
205,0.7046366900463604
206,0.7016164331273718
207,0.7032047507622282
208,0.7054141519270406
209,0.7001265652859209
210,0.6992324975438453
211,0.6982051945389587
212,0.6962791914243067
213,0.6925526005727384
214,0.6911470200199406
215,0.692846277595141
216,0.6898050573009107
217,0.69208682178824
218,0.6844986398966824
219,0.6871215657526664
220,0.6828475687211409
221,0.6846807545326977
222,0.6824976604534895
223,0.6820611636555247
224,0.6759623974520044
225,0.6762384669815591
226,0.6765168267252744
227,0.6745589017497232
228,0.6755095682658008
229,0.6739180339568945
230,0.6746058565613606
231,0.6725378772200368
232,0.6738225181419037
233,0.6732605219347582
234,0.6749284725444807
235,0.6744006025487583
236,0.6718285341767888
237,0.6717766295285906
238,0.6739983705324268
239,0.6751068616689997
240,0.6748121113600225
241,0.6739127256829125
242,0.6723024189359068
243,0.6703704515044369
244,0.663647974129715
245,0.6646392301626501
246,0.6656687295882205
247,0.6646557758101282
248,0.6642847105446554
249,0.6644125228733435
250,0.6660974923792555
251,0.6660919021226643
252,0.6612984934077223
253,0.6608934464488614
254,0.6634824661730402
255,0.6615136859042005
256,0.6615208231126659
257,0.6578505781819312
258,0.6588433528532004
259,0.658877680498227
260,0.6589486407855472
261,0.6518635562350706
262,0.6552217858176017
263,0.6537125676919917
264,0.6503884196433104
265,0.6503294318182866
266,0.6518908115067565
267,0.6443586056303761
268,0.644271114660657
269,0.6437437888257929
270,0.6468696785005784
271,0.6465799895007496
272,0.6455916425267547
273,0.6441741591630857
274,0.6430247567258384
275,0.6410944383790075
276,0.6372936981710514
277,0.6387371807187069
278,0.6388364887640826
279,0.6353417050367636
280,0.6287385959489428
281,0.6337336854071066
282,0.6342012634636198
283,0.635465463394829
284,0.6359268395293838
285,0.6355202350745516
286,0.6378577333439626
287,0.6382215569137999
288,0.6345323222371926
289,0.6215446037008321
290,0.6191724726384769
291,0.6170017727299435
292,0.6178848872598789
293,0.6199447306589448
294,0.6194958497972864
295,0.6090221697126046
296,0.6076618226275714
297,0.6030052697498689
298,0.6056867319186804
299,0.605187527885139
300,0.6090965823754354
301,0.6087457864172955
302,0.6045526593022842
303,0.6038008109306484
304,0.605205538781835
305,0.6063285578163471
306,0.604007454612939
307,0.6031005113039287
308,0.6022261633558855
309,0.5906015332771368
310,0.5916331819649947
311,0.5852846840505646
312,0.5836397892149725
313,0.5867832560973311
314,0.5867013366024136
315,0.5821689302534362
316,0.5827868455960753
317,0.5831671682000158
318,0.5823034071651013
319,0.5724969884979567
320,0.5629772326607834
321,0.5654479527313407
322,0.5647351663319642
323,0.5656794659441655
324,0.5660912281211841
325,0.5667226373488757
326,0.56281338133293
327,0.559583480483635
328,0.5572979133614276
329,0.5619577552595508
330,0.5609878876445301
331,0.560693463757792
332,0.5605294277803984
333,0.5563647055821043
334,0.556853496176407
335,0.5567947944047832
336,0.5531748180271265
337,0.5530354655756115
338,0.5542507703343688
339,0.55295361281258
340,0.5577617178081146
341,0.5603870954385649
342,0.5618348870951038
343,0.5596179029233588
344,0.558494621004268
345,0.5567713057862016
346,0.5592738050591333
347,0.5582671419190458
348,0.5546714699867749
349,0.5487928379512618
350,0.5468685635916035
351,0.5463750672962319
352,0.5429510542286394
353,0.5439674899338084
354,0.5437139549390106
355,0.5405213672554261
356,0.5364907316863023
357,0.536854349687159
358,0.5340893501858609
359,0.5329350074295779
360,0.534830924122446
361,0.530657345489009
362,0.5218452775348716
363,0.5203395273307557
364,0.522922898095767
365,0.5178077797759946
366,0.5108481632066021
367,0.5096189833333126
368,0.5097721959946456
369,0.5096778061615006
370,0.5065964840650179
371,0.5008334110508479
372,0.5029417444300281
373,0.48628685682936423
374,0.4830902502368014
375,0.485502903717055
376,0.48401155777081895
377,0.4756563893074574
378,0.47877503652166425
379,0.4814420624519089
380,0.4824097006091779
381,0.4844792172869526
382,0.45845669421109325
383,0.4592198803312859
384,0.45662269531914834
385,0.442020335962286
386,0.43807932911921726
387,0.4399280268837603
388,0.4192513459196399
389,0.4184733390884781
390,0.42013405607956666
391,0.4166778458217418
392,0.4015350650614941
393,0.40134099974520643
394,0.39188183955012035
395,0.39513414230617716
396,0.39714703589853617
397,0.3994452527350634
398,0.39637192122208303
399,0.3972548815635787
400,0.379171824933015
401,0.3761994227622343
402,0.37977942328705944
403,0.38231469639140225
404,0.3555366384703063
405,0.35606692950437896
406,0.355630732974744
407,0.3563391825309243
408,0.346330076018618
409,0.3418289695712144
410,0.34470465251827676
411,0.3476389326710408
412,0.336960716507273
413,0.3292740668440298
414,0.32016250782586225
415,0.32143421027704583
416,0.32376212436817337
417,0.3245822392811007
418,0.31779791173557603
419,0.31451213041737386
420,0.3101566474115996
421,0.3080931368315568
422,0.2890582457488563
423,0.28148003209019223
424,0.2791381654309827
425,0.2754168808687508
426,0.2545959064026586
