metrics,random,loo,classwise_shapley,classwise_shapley_add_idx,beta_shapley,tmc_shapley
highest_accuracy_drop,0.02104055477034407,0.1009570496865134,0.15999139186649255,0.15523537975733798,0.17402098486199394,0.20807704158618093
lowest_accuracy_drop,0.021558743155848534,0.1293186712870085,0.01495650174943964,0.005559203982940988,0.2703585048256103,0.22989734245688317
highest_f1_drop,0.020253066170497533,0.12487400961166327,0.13207119790266722,0.1264477551596498,0.24619359576187233,0.30740235906137214
