metrics,random,loo,classwise_shapley,classwise_shapley_add_idx,beta_shapley,tmc_shapley
highest_accuracy_drop,0.047337785753084435,0.16332824945098867,0.0702934881390688,0.06345057284183384,0.06303003509070468,0.06313571867614684
lowest_accuracy_drop,0.031056247688478884,0.08946130954444467,0.01859481156023498,0.019844140949663885,0.00839481663916784,0.008955135678517061
highest_f1_weighted_drop,0.05124495154956998,0.19287390184365602,0.07483603497254177,0.06827841093245478,0.06822559415465865,0.06898568502071721
