recall,precision
0.01,1.0
0.02,1.0
0.03,0.75
0.04,0.8
0.05,0.8333333333333334
0.06,0.8571428571428571
0.07,0.875
0.08,0.5333333333333333
0.09,0.5294117647058824
0.1,0.43478260869565216
0.11,0.4583333333333333
0.12,0.48
0.13,0.5
0.14,0.5185185185185185
0.15,0.5357142857142857
0.16,0.5517241379310345
0.17,0.5666666666666667
0.18,0.5806451612903226
0.19,0.59375
0.2,0.6060606060606061
0.21,0.6176470588235294
0.22,0.6285714285714286
0.23,0.6388888888888888
0.24,0.6486486486486487
0.25,0.6578947368421053
0.26,0.6666666666666666
0.27,0.675
0.28,0.6829268292682927
0.29,0.6904761904761905
0.3,0.6976744186046512
0.31,0.7045454545454546
0.32,0.7111111111111111
0.33,0.717391304347826
0.34,0.723404255319149
0.35,0.7291666666666666
0.36,0.7346938775510204
0.37,0.74
0.38,0.7450980392156863
0.39,0.75
0.4,0.7547169811320755
0.41,0.7592592592592593
0.42,0.7636363636363637
0.43,0.7678571428571429
0.44,0.7719298245614035
0.45,0.7758620689655172
0.46,0.7796610169491526
0.47,0.7833333333333333
0.48,0.7868852459016393
0.49,0.7903225806451613
0.5,0.7936507936507936
0.51,0.796875
0.52,0.8
0.53,0.803030303030303
0.54,0.8059701492537313
0.55,0.8088235294117647
0.56,0.8115942028985508
0.57,0.8142857142857143
0.58,0.8169014084507042
0.59,0.8194444444444444
0.6,0.821917808219178
0.61,0.8243243243243243
0.62,0.8266666666666667
0.63,0.8289473684210527
0.64,0.8311688311688312
0.65,0.8333333333333334
0.66,0.8354430379746836
0.67,0.8375
0.68,0.8395061728395061
0.69,0.8414634146341463
0.7,0.8433734939759037
0.71,0.8452380952380952
0.72,0.8470588235294118
0.73,0.8488372093023255
0.74,0.8505747126436781
0.75,0.8522727272727273
0.76,0.8539325842696629
0.77,0.8555555555555555
0.78,0.8571428571428571
0.79,0.8586956521739131
0.8,0.8602150537634409
0.81,0.8617021276595744
0.82,0.8631578947368421
0.83,0.8645833333333334
0.84,0.865979381443299
0.85,0.8673469387755102
0.86,0.8686868686868687
0.87,0.87
0.88,0.8712871287128713
0.89,0.8725490196078431
0.9,0.8737864077669902
0.91,0.875
0.92,0.8518518518518519
0.93,0.7948717948717948
0.94,0.746031746031746
0.95,0.6834532374100719
0.96,0.5680473372781065
0.97,0.5449438202247191
0.98,0.494949494949495
0.99,0.4194915254237288
1.0,0.23148148148148148
