recall,precision
0.01,1.0
0.02,1.0
0.03,1.0
0.04,0.8
0.05,0.8333333333333334
0.06,0.8571428571428571
0.07,0.875
0.08,0.8
0.09,0.8181818181818182
0.1,0.8333333333333334
0.11,0.8461538461538461
0.12,0.8571428571428571
0.13,0.8666666666666667
0.14,0.875
0.15,0.8823529411764706
0.16,0.8421052631578947
0.17,0.85
0.18,0.8181818181818182
0.19,0.76
0.2,0.7407407407407407
0.21,0.75
0.22,0.7586206896551724
0.23,0.7666666666666667
0.24,0.7741935483870968
0.25,0.6578947368421053
0.26,0.6666666666666666
0.27,0.675
0.28,0.6666666666666666
0.29,0.6744186046511628
0.3,0.6666666666666666
0.31,0.6739130434782609
0.32,0.6530612244897959
0.33,0.66
0.34,0.6415094339622641
0.35,0.6363636363636364
0.36,0.5806451612903226
0.37,0.5873015873015873
0.38,0.5757575757575758
0.39,0.582089552238806
0.4,0.5882352941176471
0.41,0.5942028985507246
0.42,0.6
0.43,0.589041095890411
0.44,0.55
0.45,0.5421686746987951
0.46,0.5411764705882353
0.47,0.5108695652173914
0.48,0.5161290322580645
0.49,0.5051546391752577
0.5,0.5
0.51,0.504950495049505
0.52,0.5048543689320388
0.53,0.5047619047619047
0.54,0.5
0.55,0.49107142857142855
0.56,0.49557522123893805
0.57,0.49137931034482757
0.58,0.4915254237288136
0.59,0.49166666666666664
0.6,0.4838709677419355
0.61,0.488
0.62,0.4881889763779528
0.63,0.4921875
0.64,0.47058823529411764
0.65,0.4676258992805755
0.66,0.4714285714285714
0.67,0.46853146853146854
0.68,0.4533333333333333
0.69,0.41566265060240964
0.7,0.39106145251396646
0.71,0.39444444444444443
0.72,0.39779005524861877
0.73,0.3945945945945946
0.74,0.39572192513368987
0.75,0.3826530612244898
0.76,0.37254901960784315
0.77,0.3581395348837209
0.78,0.35454545454545455
0.79,0.34649122807017546
0.8,0.3305785123966942
0.81,0.3253012048192771
0.82,0.29285714285714287
0.83,0.29328621908127206
0.84,0.28865979381443296
0.85,0.2814569536423841
0.86,0.26380368098159507
0.87,0.2628398791540785
0.88,0.2634730538922156
0.89,0.26409495548961426
0.9,0.26392961876832843
0.91,0.2630057803468208
0.92,0.23958333333333334
0.93,0.23846153846153847
0.94,0.2315270935960591
0.95,0.23002421307506055
0.96,0.21670428893905191
0.97,0.20905172413793102
0.98,0.20675105485232068
0.99,0.20711297071129708
1.0,0.2079002079002079
