recall,precision
0.01,1.0
0.02,1.0
0.03,1.0
0.04,1.0
0.05,1.0
0.06,1.0
0.07,1.0
0.08,1.0
0.09,1.0
0.1,1.0
0.11,1.0
0.12,1.0
0.13,1.0
0.14,1.0
0.15,1.0
0.16,1.0
0.17,1.0
0.18,1.0
0.19,1.0
0.2,1.0
0.21,1.0
0.22,1.0
0.23,1.0
0.24,1.0
0.25,1.0
0.26,1.0
0.27,1.0
0.28,1.0
0.29,1.0
0.3,1.0
0.31,1.0
0.32,1.0
0.33,1.0
0.34,1.0
0.35,1.0
0.36,1.0
0.37,1.0
0.38,0.9743589743589743
0.39,0.975
0.4,0.975609756097561
0.41,0.9761904761904762
0.42,0.9767441860465116
0.43,0.9555555555555556
0.44,0.9361702127659575
0.45,0.9375
0.46,0.9387755102040817
0.47,0.94
0.48,0.9411764705882353
0.49,0.9423076923076923
0.5,0.9433962264150944
0.51,0.9444444444444444
0.52,0.9454545454545454
0.53,0.9464285714285714
0.54,0.9473684210526315
0.55,0.9322033898305084
0.56,0.9333333333333333
0.57,0.9047619047619048
0.58,0.90625
0.59,0.9076923076923077
0.6,0.9090909090909091
0.61,0.8840579710144928
0.62,0.8732394366197183
0.63,0.863013698630137
0.64,0.8648648648648649
0.65,0.8333333333333334
0.66,0.8354430379746836
0.67,0.8375
0.68,0.8395061728395061
0.69,0.8023255813953488
0.7,0.7865168539325843
0.71,0.7717391304347826
0.72,0.7422680412371134
0.73,0.73
0.74,0.7254901960784313
0.75,0.7211538461538461
0.76,0.7238095238095238
0.77,0.719626168224299
0.78,0.6446280991735537
0.79,0.6422764227642277
0.8,0.6451612903225806
0.81,0.6428571428571429
0.82,0.6074074074074074
0.83,0.5533333333333333
0.84,0.5526315789473685
0.85,0.4941860465116279
0.86,0.4648648648648649
0.87,0.42028985507246375
0.88,0.3728813559322034
0.89,0.31448763250883394
0.9,0.30612244897959184
0.91,0.30847457627118646
0.92,0.2967741935483871
0.93,0.29245283018867924
0.94,0.27728613569321536
0.95,0.2722063037249284
0.96,0.25396825396825395
0.97,0.24129353233830847
0.98,0.23389021479713604
0.99,0.21336206896551724
1.0,0.20876826722338204
