recall,precision
0.0,0.0
0.01,0.16666666666666666
0.02,0.2857142857142857
0.03,0.23076923076923078
0.04,0.13333333333333333
0.05,0.16129032258064516
0.06,0.17647058823529413
0.07,0.18421052631578946
0.08,0.19047619047619047
0.09,0.17647058823529413
0.1,0.1694915254237288
0.11,0.18333333333333332
0.12,0.18181818181818182
0.13,0.19117647058823528
0.14,0.17073170731707318
0.15,0.17045454545454544
0.16,0.17391304347826086
0.17,0.17346938775510204
0.18,0.16822429906542055
0.19,0.1743119266055046
0.2,0.17857142857142858
0.21,0.18421052631578946
0.22,0.18487394957983194
0.23,0.19008264462809918
0.24,0.17777777777777778
0.25,0.18382352941176472
0.26,0.1780821917808219
0.27,0.16875
0.28,0.1728395061728395
0.29,0.17058823529411765
0.3,0.17341040462427745
0.31,0.1751412429378531
0.32,0.17777777777777778
0.33,0.1783783783783784
0.34,0.18181818181818182
0.35,0.18324607329842932
0.36,0.1836734693877551
0.37,0.18592964824120603
0.38,0.18719211822660098
0.39,0.1848341232227488
0.4,0.18779342723004694
0.41,0.19158878504672897
0.42,0.19534883720930232
0.43,0.19724770642201836
0.44,0.2009132420091324
0.45,0.1956521739130435
0.46,0.1940928270042194
0.47,0.19665271966527198
0.48,0.1991701244813278
0.49,0.1975806451612903
0.5,0.20080321285140562
0.51,0.19615384615384615
0.52,0.1984732824427481
0.53,0.20075757575757575
0.54,0.20300751879699247
0.55,0.19855595667870035
0.56,0.2007168458781362
0.57,0.20284697508896798
0.58,0.20567375886524822
0.59,0.20557491289198607
0.6,0.20477815699658702
0.61,0.20608108108108109
0.62,0.2059800664451827
0.63,0.20723684210526316
0.64,0.2098360655737705
0.65,0.21241830065359477
0.66,0.21498371335504887
0.67,0.2080745341614907
0.68,0.20987654320987653
0.69,0.21036585365853658
0.7,0.21084337349397592
0.71,0.21194029850746268
0.72,0.21301775147928995
0.73,0.21470588235294116
0.74,0.21637426900584794
0.75,0.21865889212827988
0.76,0.22028985507246376
0.77,0.21813031161473087
0.78,0.22033898305084745
0.79,0.2200557103064067
0.8,0.22160664819944598
0.81,0.21951219512195122
0.82,0.21750663129973474
0.83,0.21957671957671956
0.84,0.2204724409448819
0.85,0.22077922077922077
0.86,0.2210796915167095
0.87,0.2230769230769231
0.88,0.22506393861892582
0.89,0.2225
0.9,0.21844660194174756
0.91,0.21980676328502416
0.92,0.21957040572792363
0.93,0.2188235294117647
0.94,0.2146118721461187
0.95,0.2149321266968326
0.96,0.21524663677130046
0.97,0.21460176991150443
0.98,0.21120689655172414
0.99,0.21153846153846154
1.0,0.20242914979757085
